text,intent,domain
can you skip this song,118,business
pass this song,118,business
i want to hear the very next song on this playlist,118,business
i would like to hear the next song on this playlist,118,business
skip this song and play the next,118,business
play the next hit,118,business
remember to play the next number on this particular playlist,118,business
i would like to hear the next tune on this particular playlist,118,business
please put on the next number on this playlist,118,business
can you move to the next song,118,business
lets pause this song and move onto the next,118,business
lets pass on this song and do the next,118,business
play the next musical number,118,business
play the next tune,118,business
lets just play the next song please,118,business
hop to the next one,118,business
go to next song,118,business
play the next track,118,business
skip over this song,118,business
play the next song instead,118,business
play the song coming on next,118,business
play the next song queued up,118,business
move to the next song,118,business
what is the next song to be played,118,business
can we play the next track,118,business
can we stop this song and play the next one,118,business
can we skip this song,118,business
skip this and go to the next song,118,business
